Date,INV111DC,INV112DC,INV121DC,INV122DC,INV131DC,INV132DC,INV141DC,INV142DC,INV151DC,INV152DC,INV211DC,INV212DC,INV221DC,INV222DC,INV231DC,INV232DC,INV241DC,INV242DC,INV251DC,INV252DC,Soma DC RDP1,Soma DC RDP2,1_2-Tmp ambiente C,2_1-Tmp ambiente C,2_5-Tmp ambiente C,1_2-Module Temp_#1,1_2-Module Temp_#2,2_1-Module Temp_#1,2_1-Module Temp_#2,2_5-Module Temp_#1,2_5-Module Temp_#2,1_2-Vel Vento,1_2-Direccin de viento ,2_1-Vel Vento,2_1-Direccin de viento ,2_5-Vel Vento,2_5-Direccin de viento ,1_2-Irradiancia subclula 1 W/m2,1_2-Irradiancia subclula 2 W/m2,1_2-Prdidas por suciedad %,2_1-Irradiancia subclula 1 W/m2,2_1-Irradiancia subclula 2 W/m2,2_1-Prdidas por suciedad %,2_5-Irradiancia subclula 1 W/m2,2_5-Irradiancia subclula 2 W/m2,2_5-Prdidas por suciedad %,1_2-GHI-Irradiancia W/m2,2_1-GHI-Irradiancia W/m2,2_5-GHI-Irradiancia W/m2,1_2-POA-Irradiancia W/m2,2_1-POA-Irradiancia W/m2,2_5-POA-Irradiancia W/m2,mean-pir,RDP2TMY-E_Grid,RDP2TMY-EArray,GlobHor-TMY,RDP1TMY-EArray,RDP1TMY-E_Grid,RDP1ESP-EArray,RDP1ESP-E_Grid,GlobHor-UFV,RDP2ESP-EArray,RDP2ESP-E_Grid
07/02/2023 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.042,22.9,22.858,22.409,23.203,22.169,22.098,21.823,22.053,0.718,154.35,0.608,169.208,0.707,149.125,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/02/2023 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.067,22.892,22.858,22.728,23.335,22.568,22.503,22.246,22.487,0.963,181.925,0.945,189.883,0.869,180.492,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/02/2023 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.142,23.017,22.883,22.771,23.345,22.657,22.557,22.336,22.589,0.429,269.033,0.671,254.417,0.796,224.117,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/02/2023 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.25,23.233,23.108,23.163,23.63,23.04,22.962,22.747,23.005,0.5,240.408,0.641,214.292,0.394,213.45,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/02/2023 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.475,23.3,23.233,23.133,23.708,22.953,22.87,22.718,22.982,0.588,104.375,0.412,145.917,0.527,150.158,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/02/2023 05:00,12.234,11.094,13.606,14.119,13.146,13.275,13.168,12.825,13.197,11.58,14.012,12.346,10.671,10.429,13.528,12.543,13.359,13.49,12.841,12.682,128.244,125.901,23.35,23.25,23.092,23.004,23.524,22.838,22.77,22.443,22.692,0.682,160.558,0.64,128.25,0.629,156.1,3.75,4.25,78.375,4,4.25,76.708,4,4.25,76.708,4.572,4.721,4.678,4.838,5.023,4.862,4.657,0,0,2.1034,0,0,0,0,4.692,0,0
07/02/2023 06:00,418.97,362.24,455.569,470.986,392.774,408.55,415.775,389.819,362.387,338.762,376.069,339.876,383.777,376.409,392.156,343.325,331.518,360.054,386.331,407.678,4015.832,3697.193,23.775,23.6,23.575,26.417,24.708,25.393,25.069,25.058,25.473,1.139,140.1,1.289,133.275,1.191,129.608,134.333,135.583,1.025,114.333,113.417,1.667,124.667,126.167,1.725,104.223,94.679,97.693,141.034,120.369,125.652,98.865,1289.2,1625.7,51.097,1626.7,1290.4,4089.1,3725.2,98.906,4089,3725.1
07/02/2023 07:00,1285.326,1223.508,1306.826,1480.924,874.507,933.385,1018.84,1083.576,893.746,873.129,1348.443,1396.394,1536.829,1499.597,1533.958,1412.148,1430.03,1548.762,1064.891,1244.629,10973.767,14015.681,24.958,24.792,24.792,34.214,27.087,33.825,33.595,33.158,34.471,2.1,124.025,1.863,110.217,1.773,125.208,382.667,382.333,0.267,435.167,436.167,0.367,400,399.667,0.308,296.15,331.928,291.058,373.297,424.178,385.263,306.379,7396.4,7828.5,210.7,7833.1,7401.4,14848,14214,306.39,14847,14214
07/02/2023 08:00,1592.843,1601.292,1633.799,1616.903,2082.003,2223.903,1764.62,1523.873,1419.198,1262.344,1787.409,1834.872,1903.905,1746.198,1443.825,1799.938,1509.552,1663.899,1334.416,1337.265,16720.778,16361.279,26.392,26.117,26.1,39.078,29.097,38.254,38.57,38.417,40.103,3.067,143.342,3.774,133.567,3.437,122.133,483.417,482.833,0.225,568.25,569.333,0.25,432.167,432.75,0.2,388.959,499.52,351.25,475.036,565.168,427.709,413.243,16420,17142,442.81,17152,16430,15781,15113,413.31,15780,15113
07/02/2023 09:00,2867.236,2721.1,2580.582,2441.936,2331.281,2320.43,2427.272,2612.427,1776.347,2349.72,2670.88,2785.986,1826.746,1926.715,2567.555,2483.168,2248.713,2286.845,2011.853,2468.103,24428.331,23276.564,27.65,27.475,27.208,46.412,31.282,45.938,44.541,43.97,46.087,3.239,136.425,4.282,122.55,3.838,129.283,866.667,867.75,0.142,1052.25,1055.333,0.283,789.25,792.417,0.458,750.028,935.788,682.533,874.363,1061.753,798.711,789.449,18016,18807,543,18818,18027,28940,27592,789.5,28939,27591
07/02/2023 10:00,3146.846,3082.971,2936.657,2966.787,2770.663,2813.08,2930.514,2702.718,3031.601,2854.43,3115.738,3022.604,0,0,3176.575,3141.053,3171.658,3168.385,3069.794,3145.339,29236.267,25011.146,28.658,28.383,28.483,46.829,31.567,48.234,46.438,45.363,48.333,3.389,110.617,3.764,137.35,3.789,109.617,1002.167,1003.917,0.208,1018,1020.417,0.258,1078.583,1082.833,0.408,979.618,971.238,1036.236,1021.19,1034.559,1107.953,995.697,24340,25467,774.1,25482,24355,30767,29293,995.69,30767,29293
07/02/2023 11:00,2808.47,2879.695,2617.15,2628.322,2471.408,2630.531,2445.445,2571.46,2557.766,2546.763,2900.549,2815.515,0,0,2531.666,2490.225,2552.508,2572.989,2604.093,2990.281,26157.01,21457.826,29.483,29.2,29.242,46.208,32.576,49.911,47.244,46.626,48.953,3.637,132.6,3.703,118.908,3.801,116.925,910.917,912,0.208,1043.75,1045,0.225,939.833,943.833,0.475,908.028,1060.913,1026.425,935.931,1056.457,966.982,998.455,26632,27906,912.1,27917,26643,30129,28704,998.5,30128,28703
07/02/2023 12:00,2534.737,2340.116,2617.594,2577.283,2820.954,2734.424,2977.055,2858.63,2639.085,2623.109,2728.349,2284.054,0,0,2939.814,2978.57,2795.981,2973.49,2805.971,2741.379,26722.987,22247.608,30.392,30.058,30.067,48.245,33.205,49.321,48.365,49.522,51.133,3.278,126.25,2.706,131.708,3.315,128.883,914.417,914.833,0.067,933.417,936,0.275,1002.917,1005.583,0.275,941.338,901.003,1027.663,938.118,949.767,1027.362,956.668,27709,29054,952,28811,27481,29483,28103,956.7,29483,28103
07/02/2023 13:00,2990.494,3063.483,2975.622,3102.564,2886.919,2964.902,2861.507,2931.612,3021.873,2941.779,2899.697,2479.551,0,0,3028.194,3066.434,3013.352,2931.889,2977.421,3017.945,29740.755,23414.483,31.283,31.292,31.142,51.998,33.533,48.859,48.693,51.83,52.446,2.824,163.667,3.274,133.75,3.375,142.4,1038.083,1039.083,0.133,1042.583,1045.167,0.267,1023.167,1025.583,0.275,991.542,939.742,931.423,1059.076,1051.463,1047.693,954.236,25852,27073,820.1,27088,25869,30593,29138,954.2,30592,29138
07/02/2023 14:00,3054.315,2977.897,3172.867,3106.328,2818.825,3101.129,3065.064,2819.893,2855.343,2656.545,3055.155,2745.955,952.29,910.126,3131.027,2883.883,3088.581,3121.578,2895.057,2999.988,29628.206,25783.64,32.308,31.875,32.042,54.472,34.258,50.359,51.133,54.115,54.673,2.606,168.175,3.45,162.575,3.138,168.892,1022.167,1022.75,0.058,1026,1029.167,0.317,992.833,994.75,0.208,837.517,779.112,819.984,1039.391,1038.322,1007.349,812.204,27344,28662,761.81,28506,27197,30245,28816,812.2,30245,28815
07/02/2023 15:00,2520.987,2407.746,2886.305,2923.493,2496.645,2759.343,2674.321,2307.643,2436.261,2211.106,2446.06,2258.91,2479.432,2341.094,2702.927,2405.151,2658.375,2838.917,2459.26,2440.839,25623.85,25030.965,32.667,32.283,32.358,53.593,34.397,49.641,50.57,53.977,55.218,2.087,161.875,3.539,139.983,2.147,140.35,923.75,924.583,0.075,874.417,876.667,0.242,937,939.167,0.342,574.033,514.023,579.653,934.393,875.962,942.801,555.903,24346,25470,536.79,25484,24360,27113,25889,555.9,27113,25888
07/02/2023 16:00,1549.326,1499.985,1760.276,1831.949,1499.965,1579.55,1537.216,1368.493,1580.993,1382.976,1483.459,1326.669,1525.769,1410.172,1609.782,1358.982,1668.294,1711.768,1440.468,1453.398,15590.729,14988.761,32.617,32.417,32.442,49.042,33.545,48.898,48.614,50.006,51.817,1.991,149.658,2.424,170.242,2.369,137.608,705.5,706,0.125,703,706,0.425,700.917,704,0.375,316.339,280.534,318.165,698.338,686.124,709.351,305.013,15015,15673,279.2,15682,15024,18828,18040,305,18828,18039
07/02/2023 17:00,341.464,331.938,363.047,394.416,315.774,301.278,325.334,313.731,364.496,321.299,333.804,299.539,334.968,306.7,364.248,307.393,331.257,370.134,300.118,304.002,3372.777,3252.163,31.983,31.825,31.75,36.068,31.785,32.682,35.079,35.472,35.212,1.451,143.258,1.817,122.125,1.143,182.208,164.833,164.667,1.817,152.75,156.333,5,155.167,156.667,5.633,82.343,65.316,79.264,161.369,152.386,170.088,75.641,1458.7,1795.1,50.105,1796.2,1459.8,3504.3,3151.4,75.599,3504.2,3151.3
07/02/2023 18:00,1.261,1.356,1.347,1.554,1.229,0.969,1.198,1.192,1.178,1.096,1.147,1.133,1.253,1.175,1.467,1.105,1.101,1.224,1.129,1.115,12.38,11.849,29.283,29.325,28.633,27.279,28.443,26.553,26.69,24.51,24.698,0.942,172.208,1.456,112.158,1.028,181.583,0,0.5,100,0.417,0.417,91.667,0,0.5,100,0.288,0.317,0.199,0.381,0.385,0.314,0.268,0,0,0,0,0,0,0,0,0,0
07/02/2023 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.075,27.483,26.925,24.257,25.862,24.188,23.912,22.131,22.625,1.03,257.508,1.177,275.858,1.182,238.458,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/02/2023 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.275,26.575,26.275,23.255,24.973,23.095,22.772,21.317,21.832,0.885,269.408,1.252,275.308,1.359,245.4,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/02/2023 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.733,25.025,25.192,22.288,23.835,21.712,21.494,20.791,21.302,0.636,236.375,0.57,193.033,1.559,214.433,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/02/2023 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,23.9,23.667,21.382,22.826,20.967,20.772,20.426,20.856,0.504,224.083,0.459,201.008,1.438,203.208,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/02/2023 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.85,23.933,24.092,22.935,23.902,22.275,22.235,21.88,22.127,1.248,123.175,1.638,116.792,1.572,117.1,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/02/2023 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.083,24.05,23.975,22.959,23.843,22.264,22.141,21.755,22.076,0.61,172.567,0.722,160.05,0.86,154.325,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/02/2023 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.133,23.475,23.533,21.211,22.598,20.903,20.749,20.087,20.424,0.627,220.983,0.93,165.6,0.983,171.317,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/02/2023 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.408,23.283,23.558,21.148,23.061,20.206,20.022,19.88,20.183,0.781,156.433,0.913,159.95,1.084,156.308,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/02/2023 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.083,22.35,22.425,19.92,21.495,19.67,19.531,18.948,19.319,0.379,244.933,0.378,203.592,0.518,179.842,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/02/2023 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.617,21.858,22,19.455,21.406,19.095,18.953,18.452,18.768,0.787,178.042,0.927,160.083,0.81,161.333,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/02/2023 05:00,10.277,8.638,10.012,10.937,9.628,10.207,9.934,9.363,9.317,8.495,9.963,8.862,9.883,9.9,8.801,7.955,8.705,9.245,9.396,9.807,96.808,92.517,21.275,21.075,20.758,19.055,20.711,18.567,18.443,17.874,18.202,0.801,164.242,0.559,164.675,0.881,162.533,2.917,3.417,79.2,3,3.417,78.15,2.917,3.417,79.2,3.24,3.446,3.43,3.489,3.705,3.553,3.372,0,0,3.0952,0,0,0,0,3.4,0,0
08/02/2023 06:00,409.652,369.883,415.902,431.165,365.192,388.944,402.606,373.357,352.398,329.804,407.345,370.154,387.579,387.526,406.198,389.959,369.044,411.138,381.648,386.892,3838.903,3897.483,21.375,21.025,21.308,22.577,22.127,21.351,21.065,20.704,21.171,1.04,136.633,0.988,139.15,1.106,141.975,115.167,116.5,2.133,120.833,123.75,3.208,119.917,122.833,3.025,88.995,92.322,89.642,116.823,123.678,118.569,90.32,5549.8,5944.9,122.7,5948.3,5553.2,3618.3,3260.9,90.304,3618.2,3260.8
08/02/2023 07:00,1933.63,1795.651,2146.188,2148.383,1899.274,2094.591,2070.656,1838.067,1743.825,1619.617,1919.996,1751.579,1929.838,1889.455,1785.618,1864.094,1881.229,2120.122,1885.935,1920.428,19289.882,18948.294,23.825,23.575,23.683,36.206,25.832,35.358,35.219,35.857,37.16,1.471,113.183,1.893,119.708,1.969,112.883,658.083,657.833,0.108,639.75,640.833,0.158,666.417,661.083,1.017,361.332,346.815,358.804,649,628.903,655.368,355.65,20345,21251,367.1,21264,20358,19621,18791,355.69,19621,18791
08/02/2023 08:00,3107.92,3006.41,3175.956,3175.908,2835.888,3062.189,3043.732,2845.297,2791.646,2640.024,3140.74,2880.371,3072.726,2973.581,3062.917,3040.316,3063.644,3123.134,2960.685,3076.272,29684.97,30394.386,26.767,26.242,26.475,48.49,30.414,47.538,48.047,49.423,51.563,2.295,128.425,3.224,132.2,2.823,134.008,1029.167,1030.5,0.15,1046.417,1050.083,0.367,1034,1036.833,0.525,710.604,736.304,691.705,1029.337,1041.108,1041.07,712.871,25980,27216,609.4,27232,25996,30695,29228,712.9,30695,29228
08/02/2023 09:00,2840.867,2797.056,2915.098,2931.282,2717.206,2865.02,2863.298,2714.274,2716.599,2553.604,2970.172,2726.855,2859.262,2752.351,3013.122,2919.527,2908.73,2989.31,2841.814,2898.319,27914.304,28879.462,27.533,27.742,27.617,52.41,32.238,50.998,50.814,52.462,52.435,3.308,185.642,3.003,151.467,2.859,191.567,907,908.167,0.125,980.333,984,0.375,958.917,962.583,0.408,778.015,853.968,796.761,912.243,981.307,971.034,809.581,28362,29759,825.2,29396,28022,29401,28024,809.59,29401,28023
08/02/2023 10:00,2761.833,2747.068,2783.601,2794.182,2684.211,2719.04,2710.057,2682.566,2651.499,2568.18,2686.425,2617.844,2705.469,2677.961,2632.75,2559.53,2666.552,2699.58,2667.264,2685.656,27102.237,26599.031,28.65,28.475,28.292,51.218,32.457,49.767,48.721,49.589,50.535,2.549,157.55,2.764,157.025,2.405,176.075,968.75,970,0.358,945,948.583,0.392,965.833,969.75,0.433,962.625,926.171,952.641,984.124,953.374,985.347,947.146,29376,30848,998.99,30596,29143,30081,28659,947.19,30080,28659
08/02/2023 11:00,3097.285,3075.7,3117.867,3144.249,2862.53,2943.439,2980.204,2922.333,2898.806,2788.219,3095.848,2969.582,3075.84,3006.907,3096.89,3013.931,3065.752,3079.932,3013.56,3063.852,29830.632,30482.094,30.033,30.167,29.808,54.701,34.087,56.271,54.305,54.229,54.812,2.421,157.383,2.139,181.108,2.97,172.683,1050.583,1052.417,0.167,1102.667,1105.083,0.233,1069.583,1073.417,0.367,1068.446,1118.619,1100.683,1074.821,1119.418,1097.438,1095.916,29246,30705,1047.1,30386,28949,30910,29427,1095.9,30909,29427
08/02/2023 12:00,2997.893,2958.863,3057.583,3078.132,2866.694,2951.242,2979.538,2901.265,2849.25,2709.725,3023.086,2813.517,2942.77,2874.628,3072.733,2977.596,2981.603,3052.079,2923.993,2948.483,29350.185,29610.488,30.633,30.633,30.408,53.464,34.463,51.141,51.558,53.186,52.412,3.02,199.025,3.182,204.492,2.787,201.225,990.75,992,0.133,1006.083,1008.083,0.208,991.75,995.083,0.367,1026.423,1015.446,1017.604,1017.044,1026.995,1016.923,1019.824,26071,27306,883.49,27322,26087,30496,29047,1019.8,30496,29047
08/02/2023 13:00,3167.625,3163.174,3163.542,3165.229,3065.472,3163.301,3163.702,3058.379,3061.448,2935.695,3170.415,3060.33,3155.474,3067.281,3171.572,3158.001,3165.413,3162.414,3159.995,3152.708,31107.567,31423.603,31.85,31.842,31.7,57.368,35.385,54.389,54.982,59.075,58.184,3.429,192.158,3.531,178.517,2.39,192.342,1091.417,1092.583,0.15,1102.667,1104.917,0.233,1103.583,1106.833,0.3,1077.872,1046.13,1070.654,1121.662,1127.683,1130.388,1064.886,24959,26123,787.41,26138,24975,31152,29652,1064.9,31152,29652
08/02/2023 14:00,3073.678,3011.638,3174.019,3173.864,2929.794,3140.702,3130.345,2874.366,2905.388,2684.709,3083.312,2770.076,3026.784,2903.373,3156.163,2984.79,3115.364,3141.298,2765.712,1750.174,30098.503,28697.046,32.492,32.658,32.75,54.108,34.786,53.509,53.627,56.527,57.327,2.083,127.575,2.171,150.467,2.172,150.917,1023.417,1024.083,0.092,1030.167,1032.333,0.217,1036.333,1037.917,0.167,855.109,794.158,839.056,1047.183,1046.937,1055.594,829.441,28208,29586,787.41,29227,27870,30441,29000,829.4,30441,28999
08/02/2023 15:00,2736.429,2530.256,3049.137,3081.112,2636.874,2908.151,2836.139,2443.666,2592.015,2341.816,2677.495,2396.724,2685.222,2565.138,2887.691,2550.811,2804.991,2966.106,2609.61,2602.883,27155.595,26746.671,32.975,32.608,32.817,53.53,34.687,52.063,52.469,55.534,57.173,2.549,140.067,2.668,124.925,2.799,137.3,970,970.5,0.133,973.667,976.167,0.25,987.417,989.167,0.317,596.447,562.612,603.357,983.183,978.918,997.648,587.472,25941,27168,563.4,27183,25957,28435,27126,587.51,28435,27126
08/02/2023 16:00,1682.019,1621.85,1912.528,1997.216,1629.362,1714.77,1668.376,1485.832,1731.193,1509.326,1624.51,1442.977,1691.495,1560.043,1777.543,1476.803,1817.5,1857.31,1563.126,1577.852,16952.472,16389.159,32.558,32.317,32.317,46.548,33.238,48.703,47.252,48.458,52.22,1.872,103.817,2.566,112.275,2.059,107.775,767.75,767.333,0.158,770.75,772.917,0.275,768.25,769.333,0.117,341.542,304.509,343.704,762.757,753.947,776.308,329.918,17869,18650,304.7,18661,17880,21402,20495,329.9,21401,20494
08/02/2023 17:00,361.865,353.002,386.511,424.077,336.641,314.822,346.151,336.055,397.218,348.926,348.581,315.515,353.596,321.119,382.9,319.192,344.477,388.132,371.79,376.444,3605.268,3521.746,31.083,31.067,31.117,33.881,30.953,31.228,33.917,33.652,33.947,1.768,68.158,1.858,87.825,1.537,80.467,190.833,190.5,4.017,172.5,178.25,13.933,177.417,179.25,12.842,89.051,66.046,84.167,187.731,174.083,196.072,79.754,2114.3,2456.1,61.306,2457.5,2115.7,3757.6,3400.7,79.798,3757.5,3400.6
08/02/2023 18:00,0.582,0.775,1.052,1.058,1.014,0.716,0.944,0.967,0.989,0.789,0.365,0.784,0.732,0.961,0.814,0.456,0.781,1.049,0.534,0.823,8.886,7.299,27.95,27.975,27.275,24.631,26.707,23.656,23.481,22.342,22.666,0.979,159.75,0.809,156.717,1.22,195.583,0,0,100,0,0,100,0,0,100,0.098,0.128,0.063,0.159,0.154,0.162,0.097,0,0,0,0,0,0,0,0,0,0
08/02/2023 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.75,25.083,25.342,21.79,23.881,20.993,20.662,20.427,20.925,0.642,216,0.583,233.683,1.758,207.9,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/02/2023 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.108,23.533,24.167,20.542,22.431,19.988,19.675,19.589,20.128,0.587,244.425,0.48,258.183,1.812,213.692,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/02/2023 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.883,22.592,23.358,19.689,21.412,19.48,19.18,18.983,19.543,0.775,266.4,0.733,296.758,1.411,223.208,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/02/2023 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.308,21.833,22.417,19.04,20.757,18.952,18.632,18.086,18.641,0.596,262.75,0.444,243.825,1.248,224.742,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/02/2023 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,21.108,21.458,19.218,20.719,18.574,18.356,18.032,18.467,0.592,182.95,0.777,167.083,1.101,167.175,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/02/2023 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.85,21.825,21.908,20.667,22.025,20.203,20.115,19.672,19.879,1.158,148.558,1.705,141.658,1.753,135.75,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/02/2023 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.95,22.75,23.192,21.474,22.783,20.782,20.687,20.939,21.111,0.831,130.167,0.902,134,1.081,127.408,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/02/2023 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.875,22.917,23.025,21.322,22.607,21.008,20.843,20.728,20.978,0.633,199.758,0.848,185.308,1.118,163.533,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/02/2023 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.767,22.233,22.625,20.926,22.403,20.49,20.324,19.78,20.08,0.781,183.65,1.418,187.042,1.312,179.333,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/02/2023 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.233,22.708,23.208,21.268,22.072,21.828,21.737,21.44,21.734,0.378,277.542,1.923,195.95,1.332,198.425,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/02/2023 05:00,12.345,12.28,13.189,14.553,11.328,11.919,11.399,11.363,11.612,9.682,10.785,10.053,11.068,11.515,10.255,8.28,10.836,12.512,10.929,11.939,119.67,108.172,22.067,22.608,22.592,21.317,22.085,21.383,21.238,20.74,21.104,0.632,286.708,0.352,213.4,0.668,218.617,3.5,4.25,70.025,3.5,4.25,69.275,3.5,4.333,70.317,4.137,4.143,4.178,4.152,4.312,4.185,4.152,0,0,0,0,0,0,0,4.097,0,0
09/02/2023 06:00,789.864,699.807,707.675,725.93,577.116,608.029,699.197,714.348,544.923,540.108,738.301,709.328,705.66,753.166,703.242,665.166,635.101,745.039,695.483,740.627,6606.997,7091.113,23.833,23.617,23.7,27.841,24.923,27.692,27.506,27.407,27.775,0.521,160,0.925,155.417,0.525,173.708,233.167,234.333,1.067,251.417,252.75,1.508,257.667,259.25,1.325,140.984,143.623,142.391,237.905,257.351,249.038,142.333,1142,1475.8,46.993,1476.7,1142.8,7775,7344.1,142.31,7774.9,7343.9
09/02/2023 07:00,2329.724,2085.067,2405.77,2433.375,2114.933,2301.642,2355.444,2112.948,1857.09,1784.116,2247.876,2083.449,2220.316,2232.169,2143.288,2225.121,2057.565,2383.95,2151.393,2189.097,21780.109,21934.224,26.5,26.192,26.217,46.203,29.114,44.932,45.466,46.938,47.128,1.764,150.367,1.665,171.192,1.7,172.25,794,794.75,0.1,805.417,808.667,0.4,809.083,811.917,0.383,395.706,388.989,394.805,785.558,794.843,795.492,393.167,16996,17745,333.4,17755,17007,23374,22364,393.19,23373,22363
09/02/2023 08:00,2677.422,2483.464,2903.645,2996.023,2629.067,2874.113,2580.263,2490.751,2296.667,2234.818,2470.774,2357.753,2620.895,2560.188,2465.799,2081.076,2696.004,2684.752,2619.789,2879.768,26166.233,25436.798,27.733,27.35,27.383,51.689,31.408,48.742,48.75,51.177,51.557,2.036,171,1.537,217.242,1.814,181.417,869.917,871.417,0.183,795.083,797.833,0.417,944.917,949.75,0.508,566.007,575.505,631.363,866.827,789.702,937.931,590.958,24741,25896,586.9,25912,24756,25929,24774,591.01,25928,24773
09/02/2023 09:00,2605.55,2295.03,2345.186,2369.239,2263.76,2729.937,2380.907,2157.161,2517.843,2235.228,1782.99,1464.081,2373.013,1996.473,2500.487,2514.925,2327.164,2723.414,2562.367,2504.715,23899.841,22749.629,28.542,28.683,28.8,47.623,31.894,47.217,46.751,52.357,53.311,1.781,149.758,1.706,181.942,2.113,186.675,676.667,678.333,0.3,660.333,662.75,0.425,894.917,899.167,0.5,614.99,571.473,753.847,681.001,656.742,907.352,646.77,28168,29551,804.69,29200,27838,23156,22158,646.8,23155,22158
