date,RdP1-E_Grid,RdP1 - EArray,RdP2-E_Grid,RdP2 - EArray,RdPTotal - Earray,RdPTotal - E_grid,SMF-Cajazeiras
01/01/2023 00:00,0,0,0,0,0,0,0
01/01/2023 01:00,0,0,0,0,0,0,0
01/01/2023 02:00,0,0,0,0,0,0,0
01/01/2023 03:00,0,0,0,0,0,0,0
01/01/2023 04:00,0,0,0,0,0,0,0
01/01/2023 05:00,231.52,494.02,217.46,479.82,973.84,448.98,1228.05059
01/01/2023 06:00,8987.7,9464.9,8770,9236.1,18701,17757.7,19586.90912
01/01/2023 07:00,18700,19709,18614,19604,39313,37314,41151.14014
01/01/2023 08:00,20302,21427,20202,21303,42730,40504,40281.31641
01/01/2023 09:00,21422,22633,21303,22486,45119,42725,38475.99561
01/01/2023 10:00,28800,30716,29042,30947,61663,57842,39584.77686
01/01/2023 11:00,28932,30861,29220,31143,62004,58152,39424.27344
01/01/2023 12:00,24048,25484,23960,25365,50849,48008,37827.51245
01/01/2023 13:00,24004,25435,23921,25321,50756,47925,38544.75635
01/01/2023 14:00,26062,27689,26013,27608,55297,52075,39342.52881
01/01/2023 15:00,25820,27421,25775,27346,54767,51595,39429.60938
01/01/2023 16:00,18253,19224,18028,18971,38195,36281,25769.979
01/01/2023 17:00,2641,2944.6,2442.9,2743.4,5688,5083.9,4409.72391
01/01/2023 18:00,0,0,0,0,0,0,1.37374
01/01/2023 19:00,0,0,0,0,0,0,0
01/01/2023 20:00,0,0,0,0,0,0,0
01/01/2023 21:00,0,0,0,0,0,0,0
01/01/2023 22:00,0,0,0,0,0,0,0
01/01/2023 23:00,0,0,0,0,0,0,0
02/01/2023 00:00,0,0,0,0,0,0,0
02/01/2023 01:00,0,0,0,0,0,0,0
02/01/2023 02:00,0,0,0,0,0,0,0
02/01/2023 03:00,0,0,0,0,0,0,0
02/01/2023 04:00,0,0,0,0,0,0,0
02/01/2023 05:00,0,0,0,0,0,0,315.58721
02/01/2023 06:00,2354.5,2656.5,2292,2592.9,5249.4,4646.5,5383.09862
02/01/2023 07:00,7786,8225,7692.1,8126.7,16351.7,15478.1,14040.67493
02/01/2023 08:00,11633,12224,11500,12080,24304,23133,23139.14502
02/01/2023 09:00,14478,15217,14302,15024,30241,28780,27798.58899
02/01/2023 10:00,22458,23754,22330,23594,47348,44788,30493.86255
02/01/2023 11:00,27031,28758,26996,28691,57449,54027,31917.44116
02/01/2023 12:00,27613,29399,27580,29333,58732,55193,31929.69092
02/01/2023 13:00,29463,31446,29820,31805,63251,59283,36801.79834
02/01/2023 14:00,23087,24435,23012,24331,48766,46099,41888.70361
02/01/2023 15:00,13640,14329,13539,14216,28545,27179,23399.54272
02/01/2023 16:00,1276.4,1561.1,1242,1526.2,3087.3,2518.4,2373.31784
02/01/2023 17:00,173.27,434.37,163.56,424.62,858.99,336.83,650.01414
02/01/2023 18:00,0,0,0,0,0,0,0
02/01/2023 19:00,0,0,0,0,0,0,0
02/01/2023 20:00,0,0,0,0,0,0,0
02/01/2023 21:00,0,0,0,0,0,0,0
02/01/2023 22:00,0,0,0,0,0,0,0
02/01/2023 23:00,0,0,0,0,0,0,0
03/01/2023 00:00,0,0,0,0,0,0,0
03/01/2023 01:00,0,0,0,0,0,0,0
03/01/2023 02:00,0,0,0,0,0,0,0
03/01/2023 03:00,0,0,0,0,0,0,0
03/01/2023 04:00,0,0,0,0,0,0,0
03/01/2023 05:00,161.12,422.2,150.06,411.07,833.27,311.18,1105.44152
03/01/2023 06:00,10584,11128,10323,10851,21979,20907,20494.56006
03/01/2023 07:00,18476,19470,18389,19365,38835,36865,40561.27161
03/01/2023 08:00,25828,27436,25771,27348,54784,51599,46701.36816
03/01/2023 09:00,23871,25292,23785,25175,50467,47656,43545.95703
03/01/2023 10:00,22907,24240,22783,24085,48325,45690,40402.0481
03/01/2023 11:00,25680,27272,25616,27176,54448,51296,40944.59009
03/01/2023 12:00,24532,26013,24451,25900,51913,48983,40305.42139
03/01/2023 13:00,28341,30203,28449,30287,60490,56790,42774.51929
03/01/2023 14:00,23916,25338,23848,25241,50579,47764,43700.23706
03/01/2023 15:00,20781,21938,20708,21842,43780,41489,37499.33606
03/01/2023 16:00,15820,16633,15618,16410,33043,31438,23854.00488
03/01/2023 17:00,2047.2,2342.8,1907.4,2201.2,4544,3954.6,3779.33251
03/01/2023 18:00,0,0,0,0,0,0,0
03/01/2023 19:00,0,0,0,0,0,0,0
03/01/2023 20:00,0,0,0,0,0,0,0
03/01/2023 21:00,0,0,0,0,0,0,0
03/01/2023 22:00,0,0,0,0,0,0,0
03/01/2023 23:00,0,0,0,0,0,0,0
04/01/2023 00:00,0,0,0,0,0,0,0
04/01/2023 01:00,0,0,0,0,0,0,0
04/01/2023 02:00,0,0,0,0,0,0,0
04/01/2023 03:00,0,0,0,0,0,0,0
04/01/2023 04:00,0,0,0,0,0,0,0
04/01/2023 05:00,238.98,501.71,225.04,487.63,989.34,464.02,1302.30592
04/01/2023 06:00,7926.3,8369.8,7723.3,8159.3,16529.1,15649.6,18920.40222
04/01/2023 07:00,22428,23725,22360,23630,47355,44788,47263.24463
04/01/2023 08:00,26030,27660,25976,27573,55233,52006,48912.59668
04/01/2023 09:00,27246,28997,27198,28915,57912,54444,47352.95728
04/01/2023 10:00,29538,31534,29898,31898,63432,59436,46926.80933
04/01/2023 11:00,27348,29108,27319,29046,58154,54667,44508.47241
04/01/2023 12:00,23179,24535,23083,24409,48944,46262,43111.63452
04/01/2023 13:00,18416,19399,18260,19220,38619,36676,37016.9519
04/01/2023 14:00,15555,16353,15425,16206,32559,30980,34317.10828
04/01/2023 15:00,20768,21923,20695,21828,43751,41463,41776.18811
04/01/2023 16:00,15601,16400,15405,16184,32584,31006,23657.30188
04/01/2023 17:00,1760.9,2052.2,1648.7,1938.7,3990.9,3409.6,3523.9509
04/01/2023 18:00,0,0,0,0,0,0,0
04/01/2023 19:00,0,0,0,0,0,0,0
04/01/2023 20:00,0,0,0,0,0,0,0
04/01/2023 21:00,0,0,0,0,0,0,0
04/01/2023 22:00,0,0,0,0,0,0,0
04/01/2023 23:00,0,0,0,0,0,0,0
05/01/2023 00:00,0,0,0,0,0,0,0
05/01/2023 01:00,0,0,0,0,0,0,0
05/01/2023 02:00,0,0,0,0,0,0,0
05/01/2023 03:00,0,0,0,0,0,0,0
05/01/2023 04:00,0,0,0,0,0,0,0
05/01/2023 05:00,338.24,603.1,317.09,581.64,1184.74,655.33,1488.05473
05/01/2023 06:00,10217,10745,9957.7,10470,21215,20174.7,21893.01898
05/01/2023 07:00,22673,23989,22606,23896,47885,45279,47480.9519
05/01/2023 08:00,26312,27969,26260,27885,55854,52572,49928.58691
05/01/2023 09:00,28598,30494,28775,30654,61148,57373,48138.46094
05/01/2023 10:00,28754,30665,28982,30881,61546,57736,46985.23291
05/01/2023 11:00,28752,30662,28988,30887,61549,57740,46921.19312
05/01/2023 12:00,28566,30453,28743,30614,61067,57309,46920.79199
05/01/2023 13:00,28030,29859,28045,29842,59701,56075,47633.29126
05/01/2023 14:00,27100,28830,27062,28759,57589,54162,48687.58301
05/01/2023 15:00,23489,24872,23430,24785,49657,46919,42378.76904
05/01/2023 16:00,15905,16723,15711,16508,33231,31616,24979.3147
05/01/2023 17:00,2397.7,2697.6,2229.7,2527.2,5224.8,4627.4,4283.84373
05/01/2023 18:00,0,0,0,0,0,0,0
05/01/2023 19:00,0,0,0,0,0,0,0
05/01/2023 20:00,0,0,0,0,0,0,0
05/01/2023 21:00,0,0,0,0,0,0,0
05/01/2023 22:00,0,0,0,0,0,0,0
05/01/2023 23:00,0,0,0,0,0,0,0
06/01/2023 00:00,0,0,0,0,0,0,0
06/01/2023 01:00,0,0,0,0,0,0,0
06/01/2023 02:00,0,0,0,0,0,0,0
06/01/2023 03:00,0,0,0,0,0,0,0
06/01/2023 04:00,0,0,0,0,0,0,0
06/01/2023 05:00,383.69,649.44,359.96,625.35,1274.79,743.65,1562.60541
06/01/2023 06:00,9752.1,10259,9500.5,9993.3,20252.3,19252.6,20187.50177
06/01/2023 07:00,22470,23769,22403,23676,47445,44873,46975.34668
06/01/2023 08:00,27205,28952,27162,28876,57828,54367,50553.81445
06/01/2023 09:00,28222,30076,28290,30117,60193,56512,48462.23706
06/01/2023 10:00,29075,31018,29402,31344,62362,58477,47923.0481
06/01/2023 11:00,29164,31117,29524,31478,62595,58688,47922.88867
06/01/2023 12:00,28993,30924,29302,31229,62153,58295,47923.93823
06/01/2023 13:00,28835,30747,29093,30996,61743,57928,48199.146
06/01/2023 14:00,28429,30297,28567,30415,60712,56996,47212.14795
06/01/2023 15:00,25862,27467,25820,27395,54862,51682,48558.78784
06/01/2023 16:00,17268,18173,17070,17951,36124,34338,26328.7439
06/01/2023 17:00,2398.6,2698.3,2234.2,2531.5,5229.8,4632.8,4266.47339
06/01/2023 18:00,0,0,0,0,0,0,0
06/01/2023 19:00,0,0,0,0,0,0,0
06/01/2023 20:00,0,0,0,0,0,0,0
06/01/2023 21:00,0,0,0,0,0,0,0
06/01/2023 22:00,0,0,0,0,0,0,0
06/01/2023 23:00,0,0,0,0,0,0,0
07/01/2023 00:00,0,0,0,0,0,0,0
07/01/2023 01:00,0,0,0,0,0,0,0
07/01/2023 02:00,0,0,0,0,0,0,0
07/01/2023 03:00,0,0,0,0,0,0,0
07/01/2023 04:00,0,0,0,0,0,0,0
07/01/2023 05:00,112.13,372.18,103.15,363.17,735.35,215.28,801.70777
07/01/2023 06:00,7026.1,7442.2,6839,7248,14690.2,13865.1,15507.78088
07/01/2023 07:00,18815,19834,18731,19730,39564,37546,39055.10535
07/01/2023 08:00,26243,27894,26191,27810,55704,52434,47636.00049
07/01/2023 09:00,28569,30461,28738,30613,61074,57307,46854.02002
07/01/2023 10:00,29413,31396,29771,31757,63153,59184,46924.88306
07/01/2023 11:00,29283,31250,29645,31615,62865,58928,45076.04785
07/01/2023 12:00,27800,29604,27775,29545,59149,55575,42545.06824
07/01/2023 13:00,24792,26295,24721,26194,52489,49513,40641.66699
07/01/2023 14:00,26954,28668,26916,28598,57266,53870,44138.14697
07/01/2023 15:00,20609,21752,20535,21656,43408,41144,38708.67773
07/01/2023 16:00,18109,19071,17910,18846,37917,36019,26240.71851
07/01/2023 17:00,2541.5,2843.3,2368.5,2667.7,5511,4910,4472.67061
07/01/2023 18:00,0,0,0,0,0,0,0
07/01/2023 19:00,0,0,0,0,0,0,0
07/01/2023 20:00,0,0,0,0,0,0,0
07/01/2023 21:00,0,0,0,0,0,0,0
07/01/2023 22:00,0,0,0,0,0,0,0
07/01/2023 23:00,0,0,0,0,0,0,0
08/01/2023 00:00,0,0,0,0,0,0,0
08/01/2023 01:00,0,0,0,0,0,0,0
08/01/2023 02:00,0,0,0,0,0,0,0
08/01/2023 03:00,0,0,0,0,0,0,0
08/01/2023 04:00,0,0,0,0,0,0,0
08/01/2023 05:00,264.01,527.16,248.05,511.02,1038.18,512.06,1311.61257
08/01/2023 06:00,4795.4,5148.6,4666.4,5015.8,10164.4,9461.8,12523.53577
08/01/2023 07:00,17680,18620,17592,18515,37135,35272,41118.93091
08/01/2023 08:00,25820,27428,25765,27342,54770,51585,41923.9397
08/01/2023 09:00,28461,30341,28600,30460,60801,57061,39918.15454
08/01/2023 10:00,29495,31486,29856,31850,63336,59351,39254.97876
08/01/2023 11:00,29372,31348,29737,31716,63064,59109,38937.28369
08/01/2023 12:00,29440,31421,29804,31788,63209,59244,38928.17993
08/01/2023 13:00,27657,29444,27625,29378,58822,55282,38322.25342
08/01/2023 14:00,25233,26777,25180,26695,53472,50413,43695.5144
08/01/2023 15:00,26732,28423,26694,28353,56776,53426,47330.86743
08/01/2023 16:00,17331,18240,17140,18025,36265,34471,25940.32288
08/01/2023 17:00,3859.8,4188,3568.2,3889.4,8077.4,7428,5602.58193
08/01/2023 18:00,0,0,0,0,0,0,0
08/01/2023 19:00,0,0,0,0,0,0,0
08/01/2023 20:00,0,0,0,0,0,0,0
08/01/2023 21:00,0,0,0,0,0,0,0
08/01/2023 22:00,0,0,0,0,0,0,0
08/01/2023 23:00,0,0,0,0,0,0,0
09/01/2023 00:00,0,0,0,0,0,0,0
09/01/2023 01:00,0,0,0,0,0,0,0
09/01/2023 02:00,0,0,0,0,0,0,0
09/01/2023 03:00,0,0,0,0,0,0,0
09/01/2023 04:00,0,0,0,0,0,0,0
09/01/2023 05:00,290.45,554.12,273.1,536.56,1090.68,563.55,1318.78249
09/01/2023 06:00,10897,11455,10603,11143,22598,21500,18921.42102
09/01/2023 07:00,20574,21721,20498,21623,43344,41072,40312.61609
09/01/2023 08:00,25957,27579,25905,27495,55074,51862,44432.70557
09/01/2023 09:00,28135,29979,28183,29999,59978,56318,45103.94238
09/01/2023 10:00,30000,32093,30000,32156,64249,60000,45127.29126
09/01/2023 11:00,27173,28914,27145,28854,57768,54318,44687.62573
09/01/2023 12:00,22895,24226,22774,24073,48299,45669,42343.27417
09/01/2023 13:00,25374,26933,25315,26843,53776,50689,41428.3855
09/01/2023 14:00,23175,24530,23103,24430,48960,46278,43148.27637
09/01/2023 15:00,23984,25412,23931,25331,50743,47915,45451.11206
09/01/2023 16:00,10137,10657,9994.1,10504,21161,20131.1,20064.44202
09/01/2023 17:00,1913.1,2206.3,1794.2,2085.9,4292.2,3707.3,3672.7794
09/01/2023 18:00,0,0,0,0,0,0,0
09/01/2023 19:00,0,0,0,0,0,0,0
09/01/2023 20:00,0,0,0,0,0,0,0
09/01/2023 21:00,0,0,0,0,0,0,0
09/01/2023 22:00,0,0,0,0,0,0,0
09/01/2023 23:00,0,0,0,0,0,0,0
10/01/2023 00:00,0,0,0,0,0,0,0
10/01/2023 01:00,0,0,0,0,0,0,0
10/01/2023 02:00,0,0,0,0,0,0,0
10/01/2023 03:00,0,0,0,0,0,0,0
10/01/2023 04:00,0,0,0,0,0,0,0
10/01/2023 05:00,0,0,0,0,0,0,253.45062
10/01/2023 06:00,3412.8,3733.9,3320.4,3639.2,7373.1,6733.2,9553.75597
10/01/2023 07:00,8717.7,9186,8623.6,9085.1,18271.1,17341.3,22316.19116
10/01/2023 08:00,12983,13642,12852,13498,27140,25835,30148.70935
10/01/2023 09:00,16282,17130,16127,16955,34085,32409,33228.50903
10/01/2023 10:00,21546,22768,21412,22604,45372,42958,38369.46997
10/01/2023 11:00,25588,27171,25523,27074,54245,51111,44744.69116
10/01/2023 12:00,21551,22771,21416,22606,45377,42967,39286.52173
10/01/2023 13:00,24659,26151,24587,26048,52199,49246,41695.51929
10/01/2023 14:00,22616,23922,22540,23819,47741,45156,37979.82532
10/01/2023 15:00,25427,26991,25382,26917,53908,50809,41860.95679
10/01/2023 16:00,12317,12939,12159,12767,25706,24476,20042.49658
10/01/2023 17:00,2480.1,2781.6,2313.9,2613,5394.6,4794,4315.65345
10/01/2023 18:00,0,0,0,0,0,0,0
10/01/2023 19:00,0,0,0,0,0,0,0
10/01/2023 20:00,0,0,0,0,0,0,0
10/01/2023 21:00,0,0,0,0,0,0,0
10/01/2023 22:00,0,0,0,0,0,0,0
10/01/2023 23:00,0,0,0,0,0,0,0
11/01/2023 00:00,0,0,0,0,0,0,0
11/01/2023 01:00,0,0,0,0,0,0,0
11/01/2023 02:00,0,0,0,0,0,0,0
11/01/2023 03:00,0,0,0,0,0,0,0
11/01/2023 04:00,0,0,0,0,0,0,0
11/01/2023 05:00,114.7,374.89,104.67,364.81,739.7,219.37,904.87481
11/01/2023 06:00,9133.1,9616,8879.3,9349.5,18965.5,18012.4,19936.90717
11/01/2023 07:00,16153,16993,16063,16888,33881,32216,35855.37915
11/01/2023 08:00,16670,17542,16552,17407,34949,33222,36076.75916
11/01/2023 09:00,28559,30449,28729,30602,61051,57288,45038.85107
11/01/2023 10:00,27408,29174,27373,29105,58279,54781,44794.66895
11/01/2023 11:00,29057,30998,29389,31329,62327,58446,44927.54224
11/01/2023 12:00,29383,31357,29748,31726,63083,59131,44779.22021
11/01/2023 13:00,28787,30694,29033,30931,61625,57820,44924.17261
11/01/2023 14:00,28313,30170,28420,30254,60424,56733,44920.65063
11/01/2023 15:00,21649,22875,21584,22785,45660,43233,38037.05334
11/01/2023 16:00,14192,14910,14025,14727,29637,28217,23626.2962
11/01/2023 17:00,2455.2,2756,2294.3,2592.8,5348.8,4749.5,4661.4742
11/01/2023 18:00,0,0,0,0,0,0,0
11/01/2023 19:00,0,0,0,0,0,0,0
11/01/2023 20:00,0,0,0,0,0,0,0
11/01/2023 21:00,0,0,0,0,0,0,0
11/01/2023 22:00,0,0,0,0,0,0,0
11/01/2023 23:00,0,0,0,0,0,0,0
12/01/2023 00:00,0,0,0,0,0,0,0
12/01/2023 01:00,0,0,0,0,0,0,0
12/01/2023 02:00,0,0,0,0,0,0,0
12/01/2023 03:00,0,0,0,0,0,0,0
12/01/2023 04:00,0,0,0,0,0,0,0
12/01/2023 05:00,0,0,0,0,0,0,330.969
12/01/2023 06:00,2026.6,2323.6,1969.6,2265.9,4589.5,3996.2,4630.73357
12/01/2023 07:00,7291.1,7714.9,7201.9,7621.7,15336.6,14493,14383.69257
12/01/2023 08:00,20605,21753,20513,21637,43390,41118,44042.49805
12/01/2023 09:00,26254,27903,26202,27819,55722,52456,48525.93506
12/01/2023 10:00,23263,24628,23171,24506,49134,46434,39796.22046
12/01/2023 11:00,21664,22893,21528,22725,45618,43192,39996.21753
12/01/2023 12:00,26280,27928,26237,27855,55783,52517,41263.70703
12/01/2023 13:00,24014,25446,23936,25338,50784,47950,41099.08447
12/01/2023 14:00,28087,29920,28126,29930,59850,56213,44923.82202
12/01/2023 15:00,25595,27174,25554,27103,54277,51149,44458.76929
12/01/2023 16:00,15567,16365,15396,16175,32540,30963,25239.28088
12/01/2023 17:00,2820.6,3127.1,2632.2,2935.4,6062.5,5452.8,4675.77701
12/01/2023 18:00,0,0,0,0,0,0,0
12/01/2023 19:00,0,0,0,0,0,0,0
12/01/2023 20:00,0,0,0,0,0,0,0
12/01/2023 21:00,0,0,0,0,0,0,0
12/01/2023 22:00,0,0,0,0,0,0,0
12/01/2023 23:00,0,0,0,0,0,0,0
13/01/2023 00:00,0,0,0,0,0,0,0
13/01/2023 01:00,0,0,0,0,0,0,0
13/01/2023 02:00,0,0,0,0,0,0,0
13/01/2023 03:00,0,0,0,0,0,0,0
13/01/2023 04:00,0,0,0,0,0,0,0
13/01/2023 05:00,147.6,408.35,136.19,396.86,805.21,283.79,904.37837
13/01/2023 06:00,7124.7,7543.7,6920.9,7332.3,14876,14045.6,16427.76447
13/01/2023 07:00,21486,22705,21417,22612,45317,42903,45073.71777
13/01/2023 08:00,25454,27026,25399,26940,53966,50853,48639.68921
13/01/2023 09:00,29564,31565,29924,31928,63493,59488,48889.29785
13/01/2023 10:00,28711,30617,28931,30824,61441,57642,48744.55908
13/01/2023 11:00,29344,31317,29711,31687,63004,59055,43797.37573
13/01/2023 12:00,30000,32066,30000,32152,64218,60000,44495.7229
13/01/2023 13:00,26112,27743,26063,27663,55406,52175,41113.94836
13/01/2023 14:00,26882,28589,26847,28522,57111,53729,42252.55859
13/01/2023 15:00,24779,26279,24734,26206,52485,49513,44649.60718
13/01/2023 16:00,17507,18428,17332,18229,36657,34839,27170.72803
13/01/2023 17:00,3876.8,4205.2,3593.7,3915.3,8120.5,7470.5,5360.11723
13/01/2023 18:00,0,0,0,0,0,0,0
13/01/2023 19:00,0,0,0,0,0,0,0
13/01/2023 20:00,0,0,0,0,0,0,0
13/01/2023 21:00,0,0,0,0,0,0,0
13/01/2023 22:00,0,0,0,0,0,0,0
13/01/2023 23:00,0,0,0,0,0,0,0
14/01/2023 00:00,0,0,0,0,0,0,0
14/01/2023 01:00,0,0,0,0,0,0,0
14/01/2023 02:00,0,0,0,0,0,0,0
14/01/2023 03:00,0,0,0,0,0,0,0
14/01/2023 04:00,0,0,0,0,0,0,0
14/01/2023 05:00,256.03,518.91,238.02,500.68,1019.59,494.05,1313.4903
14/01/2023 06:00,2564.1,2868.6,2492.3,2795.6,5664.2,5056.4,6141.22159
14/01/2023 07:00,6137.6,6526.4,6049.9,6434.9,12961.3,12187.5,12618.52814
14/01/2023 08:00,12066,12678,11938,12539,25217,24004,22895.16077
14/01/2023 09:00,12523,13157,12357,12978,26135,24880,26804.80273
14/01/2023 10:00,25040,26570,24968,26467,53037,50008,46714.39282
14/01/2023 11:00,28085,29921,28140,29949,59870,56225,46921.22266
14/01/2023 12:00,22612,23919,22490,23765,47684,45102,43034.3689
14/01/2023 13:00,16518,17374,16357,17193,34567,32875,32943.81421
14/01/2023 14:00,27491,29259,27460,29195,58454,54951,46032.9729
14/01/2023 15:00,13410,14086,13310,13974,28060,26720,32360.09235
14/01/2023 16:00,13899,14601,13741,14427,29028,27640,21730.72223
14/01/2023 17:00,949.17,1226.2,908.86,1185.1,2411.3,1858.03,2113.45594
14/01/2023 18:00,0,0,0,0,0,0,0
14/01/2023 19:00,0,0,0,0,0,0,0
14/01/2023 20:00,0,0,0,0,0,0,0
14/01/2023 21:00,0,0,0,0,0,0,0
14/01/2023 22:00,0,0,0,0,0,0,0
14/01/2023 23:00,0,0,0,0,0,0,0
15/01/2023 00:00,0,0,0,0,0,0,0
15/01/2023 01:00,0,0,0,0,0,0,0
15/01/2023 02:00,0,0,0,0,0,0,0
15/01/2023 03:00,0,0,0,0,0,0,0
15/01/2023 04:00,0,0,0,0,0,0,0
15/01/2023 05:00,0,0,0,0,0,0,119.595
15/01/2023 06:00,3727.7,4055.3,3621.3,3946.2,8001.5,7349,9475.82611
15/01/2023 07:00,11841,12443,11747,12339,24782,23588,23741.92419
15/01/2023 08:00,26125,27763,26079,27686,55449,52204,41503.89697
15/01/2023 09:00,17094,17993,16944,17822,35815,34038,30250.02905
15/01/2023 10:00,14039,14753,13833,14529,29282,27872,29443.27441
15/01/2023 11:00,16318,17165,16079,16902,34067,32397,33521.396
15/01/2023 12:00,23954,25380,23873,25269,50649,47827,41313.49097
15/01/2023 13:00,26179,27817,26132,27739,55556,52311,42637.8562
15/01/2023 14:00,20966,22138,20873,22020,44158,41839,38915.0625
15/01/2023 15:00,9150.6,9630.8,9049.1,9521.9,19152.7,18199.7,18243.84137
15/01/2023 16:00,5685.9,6061.2,5588.9,5960.5,12021.7,11274.8,9030.94348
15/01/2023 17:00,175.52,436.6,165.55,426.58,863.18,341.07,695.58032
15/01/2023 18:00,0,0,0,0,0,0,0
15/01/2023 19:00,0,0,0,0,0,0,0
15/01/2023 20:00,0,0,0,0,0,0,0
15/01/2023 21:00,0,0,0,0,0,0,0
15/01/2023 22:00,0,0,0,0,0,0,0
15/01/2023 23:00,0,0,0,0,0,0,0
16/01/2023 00:00,0,0,0,0,0,0,0
16/01/2023 01:00,0,0,0,0,0,0,0
16/01/2023 02:00,0,0,0,0,0,0,0
16/01/2023 03:00,0,0,0,0,0,0,0
16/01/2023 04:00,0,0,0,0,0,0,0
16/01/2023 05:00,0,0,0,0,0,0,290.99855
16/01/2023 06:00,1012.8,1293,981.96,1261.6,2554.6,1994.76,2975.69629
16/01/2023 07:00,2864.5,3174.4,2809.1,3117.7,6292.1,5673.6,6314.11511
16/01/2023 08:00,9684.1,10188,9563,10058,20246,19247.1,18322.9165
16/01/2023 09:00,10471,11009,10296,10822,21831,20767,21720.74951
16/01/2023 10:00,11880,12483,11655,12242,24725,23535,25920.8092
16/01/2023 11:00,15840,16659,15600,16395,33054,31440,34018.23608
16/01/2023 12:00,24052,25490,23967,25374,50864,48019,42085.84473
16/01/2023 13:00,25607,27191,25545,27098,54289,51152,39633.85547
16/01/2023 14:00,21218,22410,21125,22292,44702,42343,34876.19128
16/01/2023 15:00,18292,19268,18208,19166,38434,36500,33632.09094
16/01/2023 16:00,10332,10860,10197,10716,21576,20529,18837.71753
16/01/2023 17:00,2328.6,2628.6,2186.9,2484.8,5113.4,4515.5,4416.0188
16/01/2023 18:00,0,0,0,0,0,0,0
16/01/2023 19:00,0,0,0,0,0,0,0
16/01/2023 20:00,0,0,0,0,0,0,0
16/01/2023 21:00,0,0,0,0,0,0,0
16/01/2023 22:00,0,0,0,0,0,0,0
16/01/2023 23:00,0,0,0,0,0,0,0
17/01/2023 00:00,0,0,0,0,0,0,0
17/01/2023 01:00,0,0,0,0,0,0,0
17/01/2023 02:00,0,0,0,0,0,0,0
17/01/2023 03:00,0,0,0,0,0,0,0
17/01/2023 04:00,0,0,0,0,0,0,0
17/01/2023 05:00,0,0,0,0,0,0,250.1935
17/01/2023 06:00,2291.1,2592.1,2225.8,2525.8,5117.9,4516.9,5646.77784
17/01/2023 07:00,8049.1,8495.8,7957.7,8399.9,16895.7,16006.8,14182.06262
17/01/2023 08:00,20945,22121,20858,22009,44130,41803,35322.21228
17/01/2023 09:00,28077,29916,28113,29922,59838,56190,44753.59106
17/01/2023 10:00,23909,25333,23825,25218,50551,47734,38945.15088
17/01/2023 11:00,24862,26375,24793,26275,52650,49655,40525.1333
17/01/2023 12:00,16384,17235,16161,16988,34223,32545,32621.95288
17/01/2023 13:00,16733,17605,16572,17423,35028,33305,30958.38318
17/01/2023 14:00,19653,20725,19550,20600,41325,39203,34329.20703
17/01/2023 15:00,12890,13540,12789,13428,26968,25679,30209.64929
17/01/2023 16:00,12868,13517,12721,13356,26873,25589,21278.63763
17/01/2023 17:00,668.36,939.6,640.75,911.52,1851.12,1309.11,1904.04717
17/01/2023 18:00,0,0,0,0,0,0,0
17/01/2023 19:00,0,0,0,0,0,0,0
17/01/2023 20:00,0,0,0,0,0,0,0
17/01/2023 21:00,0,0,0,0,0,0,0
17/01/2023 22:00,0,0,0,0,0,0,0
17/01/2023 23:00,0,0,0,0,0,0,0
18/01/2023 00:00,0,0,0,0,0,0,0
18/01/2023 01:00,0,0,0,0,0,0,0
18/01/2023 02:00,0,0,0,0,0,0,0
18/01/2023 03:00,0,0,0,0,0,0,0
18/01/2023 04:00,0,0,0,0,0,0,0
18/01/2023 05:00,115.18,375.32,103.57,363.64,738.96,218.75,909.1038
18/01/2023 06:00,8852,9324.8,8582.1,9042.5,18367.3,17434.1,17720.87476
18/01/2023 07:00,20388,21520,20317,21428,42948,40705,36203.70642
18/01/2023 08:00,27219,28968,27185,28900,57868,54404,44667.06494
18/01/2023 09:00,21305,22508,21195,22369,44877,42500,36188.28784
18/01/2023 10:00,25921,27537,25860,27444,54981,51781,40294.79248
18/01/2023 11:00,26414,28078,26380,28013,56091,52794,41712.19043
18/01/2023 12:00,25918,27532,25862,27444,54976,51780,41079.69397
18/01/2023 13:00,23489,24874,23407,24762,49636,46896,38990.18384
18/01/2023 14:00,21257,22453,21165,22335,44788,42422,34441.88318
18/01/2023 15:00,2480.5,2782,2428.2,2728.8,5510.8,4908.7,7186.92468
18/01/2023 16:00,8041.7,8485.9,7923.9,8363,16848.9,15965.6,14941.08716
18/01/2023 17:00,114.72,374.54,106.37,366.18,740.72,221.09,547.20507
18/01/2023 18:00,0,0,0,0,0,0,0
18/01/2023 19:00,0,0,0,0,0,0,0
18/01/2023 20:00,0,0,0,0,0,0,0
18/01/2023 21:00,0,0,0,0,0,0,0
18/01/2023 22:00,0,0,0,0,0,0,0
18/01/2023 23:00,0,0,0,0,0,0,0
19/01/2023 00:00,0,0,0,0,0,0,0
19/01/2023 01:00,0,0,0,0,0,0,0
19/01/2023 02:00,0,0,0,0,0,0,0
19/01/2023 03:00,0,0,0,0,0,0,0
19/01/2023 04:00,0,0,0,0,0,0,0
19/01/2023 05:00,0,0,0,0,0,0,334.80211
19/01/2023 06:00,2241.3,2542,2176.9,2476.6,5018.6,4418.2,5070.52414
19/01/2023 07:00,12711,13357,12618,13254,26611,25329,22250.43469
19/01/2023 08:00,14508,15250,14390,15117,30367,28898,25173.83081
