date,RdP1-E_Grid,RdP1 - EArray,RdP2-E_Grid,RdP2 - EArray,RdPTotal - Earray,RdPTotal - E_grid,SMF-Cajazeiras
07/05/2023 14:00,25545,27122,25485,27032,54154,51030,40248.16699
07/05/2023 15:00,18813,19826,18735,19729,39555,37548,29182.74329
07/05/2023 16:00,9136.5,9616.8,8819.2,9284.8,18901.6,17955.7,13204.78311
07/05/2023 17:00,53.757,312.53,43.802,302.53,615.06,97.559,403.10677
07/05/2023 18:00,0,0,0,0,0,0,0
07/05/2023 19:00,0,0,0,0,0,0,0
07/05/2023 20:00,0,0,0,0,0,0,0
07/05/2023 21:00,0,0,0,0,0,0,0
07/05/2023 22:00,0,0,0,0,0,0,0
07/05/2023 23:00,0,0,0,0,0,0,0
08/05/2023 00:00,0,0,0,0,0,0,0
08/05/2023 01:00,0,0,0,0,0,0,0
08/05/2023 02:00,0,0,0,0,0,0,0
08/05/2023 03:00,0,0,0,0,0,0,0
08/05/2023 04:00,0,0,0,0,0,0,0
08/05/2023 05:00,8.7689,266.84,1.5702,259.66,526.5,10.3391,512.58483
08/05/2023 06:00,8858.6,9331.8,8541.2,9000.6,18332.4,17399.8,10827.42007
08/05/2023 07:00,21878,23129,21808,23033,46162,43686,21688.3457
08/05/2023 08:00,25879,27493,25816,27398,54891,51695,31879.82178
08/05/2023 09:00,27178,28923,27107,28815,57738,54285,41871.30518
08/05/2023 10:00,27405,29171,27333,29062,58233,54738,45630.55542
08/05/2023 11:00,26476,28146,26399,28034,56180,52875,46703.66528
08/05/2023 12:00,26225,27870,26145,27755,55625,52370,48790.10107
08/05/2023 13:00,25551,27129,25477,27023,54152,51028,45803.1936
08/05/2023 14:00,24398,25866,24331,25769,51635,48729,36310.12402
08/05/2023 15:00,22815,24139,22753,24051,48190,45568,31255.6416
08/05/2023 16:00,9157.9,9638.7,8836.5,9302.4,18941.1,17994.4,12973.28571
08/05/2023 17:00,32.328,290.65,24.278,282.61,573.26,56.606,425.15818
08/05/2023 18:00,0,0,0,0,0,0,0
08/05/2023 19:00,0,0,0,0,0,0,0
08/05/2023 20:00,0,0,0,0,0,0,0
08/05/2023 21:00,0,0,0,0,0,0,0
08/05/2023 22:00,0,0,0,0,0,0,0
08/05/2023 23:00,0,0,0,0,0,0,0
09/05/2023 00:00,0,0,0,0,0,0,0
09/05/2023 01:00,0,0,0,0,0,0,0
09/05/2023 02:00,0,0,0,0,0,0,0
09/05/2023 03:00,0,0,0,0,0,0,0
09/05/2023 04:00,0,0,0,0,0,0,0
09/05/2023 05:00,0,234.98,0,228.75,463.73,0,367.84266
09/05/2023 06:00,7325.4,7750.9,7065.3,7481.5,15232.4,14390.7,9574.75381
09/05/2023 07:00,21158,22349,21087,22254,44603,42245,20225.75891
09/05/2023 08:00,24374,25842,24301,25739,51581,48675,29670.1156
09/05/2023 09:00,25693,27288,25616,27177,54465,51309,38477.75708
09/05/2023 10:00,26791,28493,26714,28380,56873,53505,42189.63818
09/05/2023 11:00,27157,28896,27085,28788,57684,54242,48924.9939
09/05/2023 12:00,27052,28780,26978,28670,57450,54030,48197.82446
09/05/2023 13:00,25970,27589,25894,27479,55068,51864,45024.02905
09/05/2023 14:00,24283,25740,24213,25641,51381,48496,38024.9248
09/05/2023 15:00,22489,23785,22425,23695,47480,44914,31217.45117
09/05/2023 16:00,8974.8,9449,8656.8,9117,18566,17631.6,12791.01852
09/05/2023 17:00,33.493,291.84,24.244,282.57,574.41,57.737,370.06944
09/05/2023 18:00,0,0,0,0,0,0,0
09/05/2023 19:00,0,0,0,0,0,0,0
09/05/2023 20:00,0,0,0,0,0,0,0
09/05/2023 21:00,0,0,0,0,0,0,0
09/05/2023 22:00,0,0,0,0,0,0,0
09/05/2023 23:00,0,0,0,0,0,0,0
10/05/2023 00:00,0,0,0,0,0,0,0
10/05/2023 01:00,0,0,0,0,0,0,0
10/05/2023 02:00,0,0,0,0,0,0,0
10/05/2023 03:00,0,0,0,0,0,0,0
10/05/2023 04:00,0,0,0,0,0,0,0
10/05/2023 05:00,0,0,0,0,0,0,297.61255
10/05/2023 06:00,7743.1,8181.2,7464.4,7892.7,16073.9,15207.5,10059.54709
10/05/2023 07:00,21160,22352,21086,22254,44606,42246,21448.06226
10/05/2023 08:00,17561,18491,17448,18359,36850,35009,24746.92517
10/05/2023 09:00,15942,16767,15782,16588,33355,31724,27366.06738
10/05/2023 10:00,22933,24269,22816,24121,48390,45749,37490.34375
10/05/2023 11:00,26244,27892,26161,27774,55666,52405,44345.11768
10/05/2023 12:00,26825,28529,26748,28417,56946,53573,48194.55762
10/05/2023 13:00,22411,23700,22307,23567,47267,44718,36559.59521
10/05/2023 14:00,21448,22658,21361,22545,45203,42809,35972.95654
10/05/2023 15:00,22078,23339,22011,23246,46585,44089,30333.33582
10/05/2023 16:00,8925.8,9398.5,8606.5,9065.2,18463.7,17532.3,12546.03152
10/05/2023 17:00,55.009,313.76,44.843,303.55,617.31,99.852,376.42324
10/05/2023 18:00,0,0,0,0,0,0,0
10/05/2023 19:00,0,0,0,0,0,0,0
10/05/2023 20:00,0,0,0,0,0,0,0
10/05/2023 21:00,0,0,0,0,0,0,0
10/05/2023 22:00,0,0,0,0,0,0,0
10/05/2023 23:00,0,0,0,0,0,0,0
11/05/2023 00:00,0,0,0,0,0,0,0
11/05/2023 01:00,0,0,0,0,0,0,0
11/05/2023 02:00,0,0,0,0,0,0,0
11/05/2023 03:00,0,0,0,0,0,0,0
11/05/2023 04:00,0,0,0,0,0,0,0
11/05/2023 05:00,0,0,0,0,0,0,169.23192
11/05/2023 06:00,5362.5,5730.3,5176.5,5538.6,11268.9,10539,7249.05006
11/05/2023 07:00,9019.2,9497.4,8927.6,9398.9,18896.3,17946.8,12050.17535
11/05/2023 08:00,17237,18146,17122,18013,36159,34359,26108.13232
11/05/2023 09:00,24941,26463,24855,26344,52807,49796,36929.07275
11/05/2023 10:00,19926,21021,19765,20833,41854,39691,32182.66235
11/05/2023 11:00,20163,21274,19990,21074,42348,40153,38151.10938
11/05/2023 12:00,17921,18873,17731,18658,37531,35652,34508.85815
11/05/2023 13:00,18640,19640,18502,19479,39119,37142,36888.50244
11/05/2023 14:00,23131,24483,23054,24377,48860,46185,36574.23755
11/05/2023 15:00,15781,16593,15693,16490,33083,31474,24737.4093
11/05/2023 16:00,8716.6,9182.3,8401.9,8854.5,18036.8,17118.5,12139.22491
11/05/2023 17:00,51.97,310.66,42.125,300.78,611.44,94.095,420.12154
11/05/2023 18:00,0,0,0,0,0,0,0
11/05/2023 19:00,0,0,0,0,0,0,0
11/05/2023 20:00,0,0,0,0,0,0,0
11/05/2023 21:00,0,0,0,0,0,0,0
11/05/2023 22:00,0,0,0,0,0,0,0
11/05/2023 23:00,0,0,0,0,0,0,0
12/05/2023 00:00,0,0,0,0,0,0,0
12/05/2023 01:00,0,0,0,0,0,0,0
12/05/2023 02:00,0,0,0,0,0,0,0
12/05/2023 03:00,0,0,0,0,0,0,0
12/05/2023 04:00,0,0,0,0,0,0,0
12/05/2023 05:00,0,235.41,0,228.71,464.12,0,377.28252
12/05/2023 06:00,7163.4,7583.8,6905.6,7316.8,14900.6,14069,9543.00032
12/05/2023 07:00,17077,17975,16989,17871,35846,34066,20187.49707
12/05/2023 08:00,13994,14706,13870,14568,29274,27864,20399.64795
12/05/2023 09:00,21260,22457,21143,22313,44770,42403,29379.51477
12/05/2023 10:00,17593,18524,17401,18307,36831,34994,29878.46326
12/05/2023 11:00,26904,28616,26827,28503,57119,53731,43774.30164
12/05/2023 12:00,23416,24794,23313,24659,49453,46729,42929.33984
12/05/2023 13:00,23736,25142,23645,25020,50162,47381,42019.44897
12/05/2023 14:00,24428,25897,24358,25797,51694,48786,37681.48877
12/05/2023 15:00,21891,23137,21822,23042,46179,43713,29508.49304
12/05/2023 16:00,10134,10654,9763.2,10264,20918,19897.2,12951.47519
12/05/2023 17:00,74.322,333.38,63.599,322.61,655.99,137.921,432.49357
12/05/2023 18:00,0,0,0,0,0,0,0
12/05/2023 19:00,0,0,0,0,0,0,0
12/05/2023 20:00,0,0,0,0,0,0,0
12/05/2023 21:00,0,0,0,0,0,0,0
12/05/2023 22:00,0,0,0,0,0,0,0
12/05/2023 23:00,0,0,0,0,0,0,0
13/05/2023 00:00,0,0,0,0,0,0,0
13/05/2023 01:00,0,0,0,0,0,0,0
13/05/2023 02:00,0,0,0,0,0,0,0
13/05/2023 03:00,0,0,0,0,0,0,0
13/05/2023 04:00,0,0,0,0,0,0,0
13/05/2023 05:00,0,249.65,0,242.91,492.56,0,421.62684
13/05/2023 06:00,3263.9,3581.7,3157,3472.4,7054.1,6420.9,5290.03827
13/05/2023 07:00,12984,13643,12888,13537,27180,25872,16604.93387
13/05/2023 08:00,9208.8,9693.3,9089.1,9565.6,19258.9,18297.9,14687.40051
13/05/2023 09:00,16849,17732,16690,17552,35284,33539,26920.34863
13/05/2023 10:00,25811,27415,25721,27290,54705,51532,43396.90601
13/05/2023 11:00,25198,26743,25115,26626,53369,50313,39236.22339
13/05/2023 12:00,14926,15689,14711,15453,31142,29637,28541.91467
13/05/2023 13:00,17860,18807,17717,18642,37449,35577,31488.17285
13/05/2023 14:00,22921,24254,22839,24144,48398,45760,35716.76807
13/05/2023 15:00,14528,15266,14436,15162,30428,28964,21765.97253
13/05/2023 16:00,8330.5,8784.1,8025.2,8467.3,17251.4,16355.7,11751.12402
13/05/2023 17:00,0,0,0,0,0,0,296.23406
13/05/2023 18:00,0,0,0,0,0,0,0
13/05/2023 19:00,0,0,0,0,0,0,0
13/05/2023 20:00,0,0,0,0,0,0,0
13/05/2023 21:00,0,0,0,0,0,0,0
13/05/2023 22:00,0,0,0,0,0,0,0
13/05/2023 23:00,0,0,0,0,0,0,0
14/05/2023 00:00,0,0,0,0,0,0,0
14/05/2023 01:00,0,0,0,0,0,0,0
14/05/2023 02:00,0,0,0,0,0,0,0
14/05/2023 03:00,0,0,0,0,0,0,0
14/05/2023 04:00,0,0,0,0,0,0,0
14/05/2023 05:00,0,0,0,0,0,0,86.5521
14/05/2023 06:00,2995.5,3308,2897.9,3208.3,6516.3,5893.4,5180.79271
14/05/2023 07:00,4599.5,4947.8,4525.3,4871.2,9819,9124.8,7838.58179
14/05/2023 08:00,6552.9,6954.5,6442.6,6839.4,13793.9,12995.5,12455.27643
14/05/2023 09:00,15510,16310,15347,16128,32438,30857,25708.75964
14/05/2023 10:00,21113,22300,20974,22133,44433,42087,36292.47559
14/05/2023 11:00,21252,22448,21111,22278,44726,42363,36417.07898
14/05/2023 12:00,11308,11882,11084,11644,23526,22392,20781.1532
14/05/2023 13:00,11058,11621,10894,11446,23067,21952,20432.3783
14/05/2023 14:00,6404.1,6800.4,6294.8,6686.5,13486.9,12698.9,13180.13416
14/05/2023 15:00,8348.8,8803.8,8258.1,8707.6,17511.4,16606.9,14333.67065
14/05/2023 16:00,5696.6,6072.4,5496.4,5865.7,11938.1,11193,8396.60214
14/05/2023 17:00,0,205.19,0,199.39,404.58,0,251.23596
14/05/2023 18:00,0,0,0,0,0,0,0
14/05/2023 19:00,0,0,0,0,0,0,0
14/05/2023 20:00,0,0,0,0,0,0,0
14/05/2023 21:00,0,0,0,0,0,0,0
14/05/2023 22:00,0,0,0,0,0,0,0
14/05/2023 23:00,0,0,0,0,0,0,0
15/05/2023 00:00,0,0,0,0,0,0,0
15/05/2023 01:00,0,0,0,0,0,0,0
15/05/2023 02:00,0,0,0,0,0,0,0
15/05/2023 03:00,0,0,0,0,0,0,0
15/05/2023 04:00,0,0,0,0,0,0,0
15/05/2023 05:00,0,0,0,0,0,0,146.61707
15/05/2023 06:00,4020.7,4355.3,3885.1,4216.2,8571.5,7905.8,6043.64217
15/05/2023 07:00,9526.6,10024,9433,9923,19947,18959.6,13411.49829
15/05/2023 08:00,20509,21651,20407,21524,43175,40916,26707.72192
15/05/2023 09:00,15514,16314,15350,16131,32445,30864,24661.7312
15/05/2023 10:00,16452,17309,16254,17089,34398,32706,28329.76965
15/05/2023 11:00,18101,19066,17884,18823,37889,35985,30322.32104
15/05/2023 12:00,18491,19483,18319,19286,38769,36810,37337.56897
15/05/2023 13:00,12337,12962,12168,12778,25740,24505,19881.63861
15/05/2023 14:00,21506,22722,21414,22603,45325,42920,34775.26355
15/05/2023 15:00,15358,16146,15266,16039,32185,30624,25143.48584
15/05/2023 16:00,6928.1,7339.6,6677.1,7079.7,14419.3,13605.2,11004.89925
15/05/2023 17:00,0,0,0,0,0,0,170.91153
15/05/2023 18:00,0,0,0,0,0,0,0
15/05/2023 19:00,0,0,0,0,0,0,0
15/05/2023 20:00,0,0,0,0,0,0,0
15/05/2023 21:00,0,0,0,0,0,0,0
15/05/2023 22:00,0,0,0,0,0,0,0
15/05/2023 23:00,0,0,0,0,0,0,0
16/05/2023 00:00,0,0,0,0,0,0,0
16/05/2023 01:00,0,0,0,0,0,0,0
16/05/2023 02:00,0,0,0,0,0,0,0
16/05/2023 03:00,0,0,0,0,0,0,0
16/05/2023 04:00,0,0,0,0,0,0,0
16/05/2023 05:00,0,241.27,0,233.44,474.71,0,377.49012
16/05/2023 06:00,4402.8,4746.7,4252.1,4591.9,9338.6,8654.9,6885.15936
16/05/2023 07:00,15964,16793,15869,16683,33476,31833,18974.42493
16/05/2023 08:00,26064,27695,25989,27587,55282,52053,32045.23291
16/05/2023 09:00,25477,27051,25389,26929,53980,50866,38689.78589
16/05/2023 10:00,25634,27222,25544,27098,54320,51178,42557.06641
16/05/2023 11:00,25797,27401,25703,27271,54672,51500,45435.62451
16/05/2023 12:00,22664,23976,22541,23822,47798,45205,40147.16699
16/05/2023 13:00,21681,22910,21565,22766,45676,43246,35944.38208
16/05/2023 14:00,22818,24142,22731,24027,48169,45549,35592.51147
16/05/2023 15:00,17775,18716,17686,18610,37326,35461,25417.2821
16/05/2023 16:00,7096.4,7512.9,6837.5,7244.9,14757.8,13933.9,10950.51517
16/05/2023 17:00,109.35,369.15,97.203,356.93,726.08,206.553,535.67226
16/05/2023 18:00,0,0,0,0,0,0,0
16/05/2023 19:00,0,0,0,0,0,0,0
16/05/2023 20:00,0,0,0,0,0,0,0
16/05/2023 21:00,0,0,0,0,0,0,0
16/05/2023 22:00,0,0,0,0,0,0,0
16/05/2023 23:00,0,0,0,0,0,0,0
17/05/2023 00:00,0,0,0,0,0,0,0
17/05/2023 01:00,0,0,0,0,0,0,0
17/05/2023 02:00,0,0,0,0,0,0,0
17/05/2023 03:00,0,0,0,0,0,0,0
17/05/2023 04:00,0,0,0,0,0,0,0
17/05/2023 05:00,0,0,0,0,0,0,271.33173
17/05/2023 06:00,5495.5,5867,5299.7,5665,11532,10795.2,7432.31815
17/05/2023 07:00,19924,21021,19838,20914,41935,39762,19247.37592
17/05/2023 08:00,24925,26445,24847,26335,52780,49772,28909.31848
17/05/2023 09:00,25210,26757,25119,26633,53390,50329,33807.14136
17/05/2023 10:00,24128,25572,24023,25434,51006,48151,37314.86768
17/05/2023 11:00,22887,24218,22761,24061,48279,45648,39715.43677
17/05/2023 12:00,15137,15912,14920,15673,31585,30057,27103.81226
17/05/2023 13:00,18609,19607,18465,19441,39048,37074,34779.02209
17/05/2023 14:00,24509,25986,24432,25879,51865,48941,37816.15894
17/05/2023 15:00,20083,21187,20002,21084,42271,40085,29194.505
17/05/2023 16:00,5338.4,5704,5149.5,5509.2,11213.2,10487.9,9254.77029
17/05/2023 17:00,0,235.1,0,228.69,463.79,0,337.94853
17/05/2023 18:00,0,0,0,0,0,0,0
17/05/2023 19:00,0,0,0,0,0,0,0
17/05/2023 20:00,0,0,0,0,0,0,0
17/05/2023 21:00,0,0,0,0,0,0,0
17/05/2023 22:00,0,0,0,0,0,0,0
17/05/2023 23:00,0,0,0,0,0,0,0
18/05/2023 00:00,0,0,0,0,0,0,0
18/05/2023 01:00,0,0,0,0,0,0,0
18/05/2023 02:00,0,0,0,0,0,0,0
18/05/2023 03:00,0,0,0,0,0,0,0
18/05/2023 04:00,0,0,0,0,0,0,0
18/05/2023 05:00,0,0,0,0,0,0,48.92246
18/05/2023 06:00,6876.7,7288.2,6622.9,7025.2,14313.4,13499.6,8431.39751
18/05/2023 07:00,22578,23886,22500,23780,47666,45078,22289.93945
18/05/2023 08:00,22852,24183,22760,24062,48245,45612,29105.36804
18/05/2023 09:00,25175,26718,25083,26593,53311,50258,37557.75903
18/05/2023 10:00,22581,23887,22453,23727,47614,45034,36137.67444
18/05/2023 11:00,25344,26903,25254,26779,53682,50598,46395.95728
18/05/2023 12:00,22651,23961,22527,23806,47767,45178,38790.05542
18/05/2023 13:00,27600,29383,27518,29262,58645,55118,43554.61182
18/05/2023 14:00,22988,24327,22901,24211,48538,45889,31234.80688
18/05/2023 15:00,16702,17572,16610,17464,35036,33312,26066.70435
18/05/2023 16:00,5546.4,5917.7,5348.7,5713.7,11631.4,10895.1,9705.08687
18/05/2023 17:00,2.7885,260.56,0,253.25,513.81,2.7885,346.14226
18/05/2023 18:00,0,0,0,0,0,0,0
18/05/2023 19:00,0,0,0,0,0,0,0
18/05/2023 20:00,0,0,0,0,0,0,0
18/05/2023 21:00,0,0,0,0,0,0,0
18/05/2023 22:00,0,0,0,0,0,0,0
18/05/2023 23:00,0,0,0,0,0,0,0
19/05/2023 00:00,0,0,0,0,0,0,0
19/05/2023 01:00,0,0,0,0,0,0,0
19/05/2023 02:00,0,0,0,0,0,0,0
19/05/2023 03:00,0,0,0,0,0,0,0
19/05/2023 04:00,0,0,0,0,0,0,0
19/05/2023 05:00,0,0,0,0,0,0,38.54544
19/05/2023 06:00,4163,4501,4019.6,4353.9,8854.9,8182.6,6437.68244
19/05/2023 07:00,5408.8,5777.7,5328.1,5693.9,11471.6,10736.9,9842.51245
19/05/2023 08:00,13972,14684,13845,14542,29226,27817,21893.74402
19/05/2023 09:00,23805,25220,23700,25083,50303,47505,36862.77832
19/05/2023 10:00,19082,20116,18907,19917,40033,37989,33074.79175
19/05/2023 11:00,21987,23243,21848,23073,46316,43835,39515.29065
19/05/2023 12:00,21449,22662,21309,22491,45153,42758,38154.10913
19/05/2023 13:00,16553,17415,16390,17232,34647,32943,30365.25464
19/05/2023 14:00,17109,18007,16991,17870,35877,34100,28620.74341
19/05/2023 15:00,20884,22050,20801,21943,43993,41685,29399.79541
19/05/2023 16:00,8413,8869.6,8097,8541.5,17411.1,16510,12074.4446
19/05/2023 17:00,22.59,280.76,13.592,271.75,552.51,36.182,352.78563
19/05/2023 18:00,0,0,0,0,0,0,0
19/05/2023 19:00,0,0,0,0,0,0,0
19/05/2023 20:00,0,0,0,0,0,0,0
19/05/2023 21:00,0,0,0,0,0,0,0
19/05/2023 22:00,0,0,0,0,0,0,0
19/05/2023 23:00,0,0,0,0,0,0,0
20/05/2023 00:00,0,0,0,0,0,0,0
20/05/2023 01:00,0,0,0,0,0,0,0
20/05/2023 02:00,0,0,0,0,0,0,0
20/05/2023 03:00,0,0,0,0,0,0,0
20/05/2023 04:00,0,0,0,0,0,0,0
20/05/2023 05:00,0,0,0,0,0,0,94.78167
20/05/2023 06:00,1932.6,2228.8,1871.9,2167.3,4396.1,3804.5,3973.08556
20/05/2023 07:00,14864,15627,14766,15515,31142,29630,17173.88715
20/05/2023 08:00,14563,15307,14435,15164,30471,28998,19414.02338
20/05/2023 09:00,13311,13988,13136,13797,27785,26447,23027.27808
20/05/2023 10:00,23219,24582,23092,24422,49004,46311,40662.14185
20/05/2023 11:00,19214,20259,19024,20041,40300,38238,31589.55505
20/05/2023 12:00,22760,24082,22629,23918,48000,45389,39569.07825
20/05/2023 13:00,12113,12726,11942,12542,25268,24055,23158.20215
20/05/2023 14:00,6600.3,7002.5,6488.9,6886.3,13888.8,13089.2,12081.89929
20/05/2023 15:00,2692.5,2998.4,2639.4,2944.3,5942.7,5331.9,5279.79837
20/05/2023 16:00,1019.1,1298.7,986.78,1265.7,2564.4,2005.88,2030.93558
20/05/2023 17:00,0,0,0,0,0,0,53.22879
20/05/2023 18:00,0,0,0,0,0,0,0
20/05/2023 19:00,0,0,0,0,0,0,0
20/05/2023 20:00,0,0,0,0,0,0,0
20/05/2023 21:00,0,0,0,0,0,0,0
20/05/2023 22:00,0,0,0,0,0,0,0
20/05/2023 23:00,0,0,0,0,0,0,0
21/05/2023 00:00,0,0,0,0,0,0,0
21/05/2023 01:00,0,0,0,0,0,0,0
21/05/2023 02:00,0,0,0,0,0,0,0
21/05/2023 03:00,0,0,0,0,0,0,0
21/05/2023 04:00,0,0,0,0,0,0,0
21/05/2023 05:00,0,0,0,0,0,0,203.39439
21/05/2023 06:00,2835.2,3145.3,2741,3049.2,6194.5,5576.2,5466.80396
21/05/2023 07:00,14744,15500,14645,15387,30887,29389,17371.21338
21/05/2023 08:00,18513,19510,18395,19371,38881,36908,22998.26892
21/05/2023 09:00,22470,23768,22351,23618,47386,44821,32427.9325
21/05/2023 10:00,20309,21435,20139,21237,42672,40448,34554.02197
21/05/2023 11:00,18946,19971,18755,19753,39724,37701,33961.7417
21/05/2023 12:00,17178,18082,16978,17858,35940,34156,31503.18188
21/05/2023 13:00,17961,18917,17809,18743,37660,35770,30093.38098
21/05/2023 14:00,8449.6,8907.9,8332.2,8783.9,17691.8,16781.8,14249.20026
21/05/2023 15:00,11697,12290,11599,12183,24473,23296,17924.73688
21/05/2023 16:00,2115,2412.3,2048.5,2344.9,4757.2,4163.5,3653.8047
21/05/2023 17:00,0,0,0,0,0,0,143.62096
21/05/2023 18:00,0,0,0,0,0,0,0
21/05/2023 19:00,0,0,0,0,0,0,0
21/05/2023 20:00,0,0,0,0,0,0,0
21/05/2023 21:00,0,0,0,0,0,0,0
21/05/2023 22:00,0,0,0,0,0,0,0
21/05/2023 23:00,0,0,0,0,0,0,0
22/05/2023 00:00,0,0,0,0,0,0,0
22/05/2023 01:00,0,0,0,0,0,0,0
22/05/2023 02:00,0,0,0,0,0,0,0
22/05/2023 03:00,0,0,0,0,0,0,0
22/05/2023 04:00,0,0,0,0,0,0,0
22/05/2023 05:00,0,0,0,0,0,0,163.183
22/05/2023 06:00,6399.9,6797,6160.4,6549,13346,12560.3,9209.73967
22/05/2023 07:00,21988,23247,21903,23135,46382,43891,22227.69482
22/05/2023 08:00,24070,25511,23979,25389,50900,48049,30631.13428
22/05/2023 09:00,16544,17408,16378,17222,34630,32922,26707.64417
22/05/2023 10:00,16257,17103,16055,16879,33982,32312,30734.57532
22/05/2023 11:00,20313,21438,20131,21226,42664,40444,35831.16138
22/05/2023 12:00,20783,21942,20635,21766,43708,41418,34650.56299
22/05/2023 13:00,16083,16916,15919,16732,33648,32002,26968.56213
22/05/2023 14:00,9723.4,10227,9600.1,10095,20322,19323.5,17362.96643
22/05/2023 15:00,11836,12436,11738,12328,24764,23574,18877.84753
22/05/2023 16:00,8139.1,8587.4,7830.5,8268,16855.4,15969.6,12048.78664
22/05/2023 17:00,0,249.12,0,242.16,491.28,0,300.4085
22/05/2023 18:00,0,0,0,0,0,0,0
22/05/2023 19:00,0,0,0,0,0,0,0
22/05/2023 20:00,0,0,0,0,0,0,0
22/05/2023 21:00,0,0,0,0,0,0,0
22/05/2023 22:00,0,0,0,0,0,0,0
22/05/2023 23:00,0,0,0,0,0,0,0
23/05/2023 00:00,0,0,0,0,0,0,0
23/05/2023 01:00,0,0,0,0,0,0,0
23/05/2023 02:00,0,0,0,0,0,0,0
23/05/2023 03:00,0,0,0,0,0,0,0
23/05/2023 04:00,0,0,0,0,0,0,0
23/05/2023 05:00,0,0,0,0,0,0,258.68456
23/05/2023 06:00,4534.1,4881.1,4371.1,4713.7,9594.8,8905.2,7340.79291
23/05/2023 07:00,15697,16509,15598,16395,32904,31295,20278.86969
23/05/2023 08:00,23533,24925,23439,24800,49725,46972,32991.55151
23/05/2023 09:00,25251,26804,25151,26668,53472,50402,40898.67212
23/05/2023 10:00,25923,27540,25815,27396,54936,51738,46002.44849
23/05/2023 11:00,26250,27900,26146,27759,55659,52396,49224.53418
23/05/2023 12:00,26181,27822,26079,27683,55505,52260,50127.8938
23/05/2023 13:00,23531,24920,23424,24780,49700,46955,42081.72144
23/05/2023 14:00,13650,14341,13521,14199,28540,27171,25020.67206
23/05/2023 15:00,7431.7,7858.5,7342.4,7765.3,15623.8,14774.1,14608.09988
23/05/2023 16:00,1527.9,1817.1,1479.9,1768.6,3585.7,3007.8,2902.99873
23/05/2023 17:00,0,0,0,0,0,0,223.14553
23/05/2023 18:00,0,0,0,0,0,0,0
23/05/2023 19:00,0,0,0,0,0,0,0
23/05/2023 20:00,0,0,0,0,0,0,0
23/05/2023 21:00,0,0,0,0,0,0,0
23/05/2023 22:00,0,0,0,0,0,0,0
23/05/2023 23:00,0,0,0,0,0,0,0
24/05/2023 00:00,0,0,0,0,0,0,0
24/05/2023 01:00,0,0,0,0,0,0,0
24/05/2023 02:00,0,0,0,0,0,0,0
24/05/2023 03:00,0,0,0,0,0,0,0
24/05/2023 04:00,0,0,0,0,0,0,0
24/05/2023 05:00,0,0,0,0,0,0,186.70197
24/05/2023 06:00,6363.7,6760,6123.2,6511.1,13271.1,12486.9,10513.93973
24/05/2023 07:00,11903,12508,11803,12399,24907,23706,18987.15918
24/05/2023 08:00,16663,17535,16539,17393,34928,33202,24740.80029
24/05/2023 09:00,17880,18831,17726,18656,37487,35606,30615.96411
24/05/2023 10:00,21334,22538,21189,22363,44901,42523,39086.22974
24/05/2023 11:00,20144,21255,19960,21042,42297,40104,38282.75757
24/05/2023 12:00,18316,19296,18137,19092,38388,36453,35078.02246
24/05/2023 13:00,18457,19445,18307,19273,38718,36764,32430.67053
24/05/2023 14:00,10062,10580,9935.7,10445,21025,19997.7,18041.03125
24/05/2023 15:00,10075,10593,9978.9,10490,21083,20053.9,15321.71069
24/05/2023 16:00,2485.8,2788.2,2406.4,2707.6,5495.8,4892.2,4262.72037
24/05/2023 17:00,0,0,0,0,0,0,51.34416
24/05/2023 18:00,0,0,0,0,0,0,0
24/05/2023 19:00,0,0,0,0,0,0,0
24/05/2023 20:00,0,0,0,0,0,0,0
24/05/2023 21:00,0,0,0,0,0,0,0
24/05/2023 22:00,0,0,0,0,0,0,0
24/05/2023 23:00,0,0,0,0,0,0,0
25/05/2023 00:00,0,0,0,0,0,0,0
25/05/2023 01:00,0,0,0,0,0,0,0
25/05/2023 02:00,0,0,0,0,0,0,0
25/05/2023 03:00,0,0,0,0,0,0,0
25/05/2023 04:00,0,0,0,0,0,0,0
25/05/2023 05:00,0,0,0,0,0,0,185.73834
25/05/2023 06:00,5184.6,5548,4993.1,5350.8,10898.8,10177.7,10634.72165
25/05/2023 07:00,16209,17053,16109,16937,33990,32318,24933.82886
25/05/2023 08:00,25027,26558,24938,26436,52994,49965,36917.54175
25/05/2023 09:00,25805,27411,25703,27273,54684,51508,40150.38843
25/05/2023 10:00,21175,22367,21026,22188,44555,42201,39049.61304
25/05/2023 11:00,23955,25383,23841,25236,50619,47796,41938.45483
25/05/2023 12:00,21068,22249,20921,22073,44322,41989,40634.96826
25/05/2023 13:00,15796,16611,15631,16426,33037,31427,29929.58154
25/05/2023 14:00,16809,17687,16687,17547,35234,33496,29434.96875
25/05/2023 15:00,21954,23205,21870,23094,46299,43824,30624.00256
25/05/2023 16:00,5728.2,6104.5,5519.9,5889.5,11994,11248.1,8350.84018
25/05/2023 17:00,0,0,0,0,0,0,216.21021
25/05/2023 18:00,0,0,0,0,0,0,0
25/05/2023 19:00,0,0,0,0,0,0,0
25/05/2023 20:00,0,0,0,0,0,0,0
25/05/2023 21:00,0,0,0,0,0,0,0
25/05/2023 22:00,0,0,0,0,0,0,0
25/05/2023 23:00,0,0,0,0,0,0,0
26/05/2023 00:00,0,0,0,0,0,0,0
26/05/2023 01:00,0,0,0,0,0,0,0
